,name,x,y
0,성산일출봉,126.939440327497,33.4591650941401
1,섭지코지,126.926442688389,33.4260423785235
2,카멜리아힐,126.368365225196,33.290140185764
3,동백포레스트,126.636202494643,33.3003197983736
4,천지연폭포,126.554766074558,33.2664146375486
5,대포주상절리대,126.426017654679,33.2379943545484
6,사계해변,126.306514122101,33.2316941376585
7,윈드1947카트테마파크,126.588828203157,33.2895183041826
8,용머리해안,126.306514122101,33.2316941376585
9,제주허브동산,126.814726131985,33.3291241627515
10,쇠소깍,126.622406641831,33.2542467910888
11,정방폭포,126.571611812583,33.2450439717872
12,산방산,126.313950830111,33.2423923919045
13,표선해수욕장,126.828739926647,33.3265291020204
14,서귀포치유의숲,126.527902264226,33.2919386189088
15,뽀로로앤타요테마파크 제주,126.370810904853,33.3004429637305
16,천제연폭포,126.418374242413,33.2526754970693
17,마라도,126.267092741572,33.1186178022129
18,중문색달해수욕장,126.40661270926,33.247360595025
19,새연교,126.558886662963,33.2385316399892
20,황우지해안,126.550456329396,33.2417276743465
21,산방산탄산온천,126.298889672225,33.248216593136
22,송악산,126.290605775396,33.1994361499843
23,한라산1100고지,126.462896523457,33.3575245371214
24,큰엉해안경승지,126.707449844153,33.2861694157291
25,따라비오름,126.753920215351,33.3878512994592
26,여미지식물원,126.414476396172,33.254464596062
27,광치기해변,126.906686300322,33.4613428931844
28,성읍민속마을,126.800376745803,33.3845106375498
29,이중섭거리,-1.0,-1.0
30,제주곶자왈도립공원,126.273571694591,33.2832221526695
31,제주동백수목원,126.677991931671,33.2749750699562
32,물영아리,126.691706033201,33.3677824689664
33,백약이오름,126.791777452404,33.4373141994595
34,제주민속촌,126.843088213207,33.3212871409308
35,소천지,126.600264473689,33.2457159537011
36,군산,126.367481160108,33.2515973888661
37,쇠소깍관광지,126.618338420041,33.2566103527058
38,송악산둘레길,126.272655667072,33.2223403696486
39,서귀다원,126.59667132986,33.312800682694
40,원앙폭포,126.581950534184,33.3005023955254
41,형제해안도로,126.306514122101,33.2316941376585
42,제주중문관광단지,126.420647253077,33.2458014088806
43,가파도,126.271240418492,33.1698052880553
44,상효원수목원,126.586008524564,33.3072167562115
45,엉또폭포,126.489627807097,33.2564946660036
46,서귀포자연휴양림,126.476171521359,33.333153339392
47,퍼시픽 리솜 마린스테이지,126.415599158242,33.2450403542925
48,박수기정,126.354258551841,33.2470262131424
49,유채꽃프라자,126.731670770559,33.3937119500972
50,안덕계곡,126.358625102818,33.2579872342509
51,하례감귤체험농장,126.681110002231,33.2992721120843
52,위미동백나무군락,126.675932235098,33.2731073981311
53,소인국테마파크,126.322194755069,33.2906452180407
54,곶자왈,126.273571694591,33.2832221526695
55,화순금모래해수욕장,126.33394585598,33.2408567045633
56,혼인지,126.89407993893,33.4148430821688
57,논짓물해변,126.378717518735,33.2412109273802
58,엉덩물계곡,126.413411021536,33.2482136818148
59,붉은오름자연휴양림,126.675670597493,33.4014287623403
60,서광동리곶자왈생태탐방로,126.336754879917,33.2820754237539
61,제주코코몽에코파크 (휴업중),126.7082084244,33.2751599322089
62,다이나믹메이즈 제주도성읍점,126.784705796572,33.3991114773805
63,파더스가든,126.364747119848,33.2801251066367
64,황우지선녀탕,126.560176365515,33.2559638228828
65,돈내코유원지,126.584767758792,33.3002409928156
66,머체왓숲길 방문객지원센터,126.673899820322,33.3305225860707
67,제주올레여행자센터,126.558657418955,33.2474054910319
68,일출랜드,126.839859897606,33.3849993747039
69,신화테마파크,126.307543154776,33.3065311964764
70,백록담,126.535454418798,33.3469026219773
71,5.16도로숲터널,126.620155016799,33.3396592626517
72,한라산,126.524841479094,33.3457497859576
73,알뜨르비행장,126.272643631117,33.2044507792924
74,제주유채꽃도로,126.732810921133,33.381852828847
75,세리월드,126.512016897477,33.2470167405054
76,속골,126.560176365515,33.2559638228828
77,사려니숲길 관광안내소,126.669144945634,33.3960408950916
78,산방산유채꽃밭,126.306514122101,33.2316941376585
79,영주산,126.799724829417,33.4040444855616
80,최남단체험감귤농장,126.693753685197,33.2899163301024
81,성읍랜드,126.787306744961,33.3985934758123
82,소정방폭포,126.585156345365,33.2820201719857
83,고근산,126.513794916301,33.2663148202423
84,물의도시 베니스랜드,126.840702498409,33.4153964214942
85,사라오름,126.605070169993,33.3641266493346
86,신양섭지해수욕장,126.923451955302,33.4351402005044
87,갯깍주상절리대,126.408364083646,33.2789963105341
88,붉은오름,126.669144945634,33.3960408950916
89,유채꽃밭,126.90826946679,33.4493165910551
90,하효쇠소깍해변,126.622488510134,33.2515543141885
91,월평마을 아왜낭목 쉼터,126.458519120655,33.2435054808399
92,하모해수욕장,126.25393653271,33.2226190237996
93,주상절리관광안내소,126.426017654679,33.2379943545484
94,안성리 수국길,126.283765634195,33.2696553876664
95,고살리숲길,126.598519589705,33.3171452760362
96,돈내코계곡,126.581950534184,33.3005023955254
97,설록다원도순,126.48289065585,33.2723952821011
98,한라산둘레길 수악길,126.609244246001,33.3284266606075
99,짱구네 유채꽃밭,126.878758816646,33.4396029798709
100,제주올레 7코스 여행자센터,126.558657418955,33.2474054910319
101,제주동백마을,126.745109716086,33.3204726102166
102,화순 곶자왈생태탐방숲길,126.335653612117,33.2542241017086
103,추사유배지,126.278493950861,33.2497961434763
104,강정천,126.474742683093,33.2566856794553
105,사려니숲,126.710233378283,33.3365228019341
106,솔오름전망대,126.555744044254,33.2917385801195
107,큰엉,126.707449844153,33.2861694157291
108,보롬왓수국길,126.785361730137,33.4037379050753
109,오늘은카트레이싱,126.790518891798,33.3815693588787
