,name,x,y
0,헤이브라더,126.29965691472,33.2255926190971
1,사일리커피,126.275885879567,33.1999595198696
2,아일랜드라디오,126.618789176453,33.250005385422
3,원앤온리,126.319190550487,33.2392235100208
4,퍼시픽리솜 더클리프,126.415599158242,33.2450403542925
5,바다다,126.436720072816,33.2369213880434
6,드르쿰다 in성산,126.919085883511,33.4445123990912
7,유동커피,126.563792111796,33.2445422641819
8,베케,126.604972933046,33.2619539647892
9,마노르블랑,126.294986562216,33.2548236387556
10,목장카페드르쿰다,126.770391624769,33.4084460292609
11,휴일로,126.366258403689,33.2324126295398
12,허니문하우스,126.578867714726,33.2441618903821
13,뷰스트,126.303480599611,33.2277795897998
14,오르다,126.935143076579,33.4691169590312
15,테라로사 서귀포점,126.618794941759,33.2494683905985
16,카페루시아 본점,126.363080109987,33.2352212649383
17,카페서연의집,126.655567630404,33.2694324178633
18,아줄레주,126.83917501843,33.3669856331728
19,도렐 제주본점,126.918168422686,33.4498632234159
20,로빙화,-1.0,-1.0
21,카페이피엘,126.657006375706,33.2752080061622
22,보롬왓카페,126.752494805945,33.4134956403949
23,꽃이피다앤블라썸,126.554663017126,33.242917361714
24,풀베개,126.303222736957,33.2855138377706
25,바다2822,126.412976265172,33.2458960844133
26,호랑호랑,126.921543656256,33.4500293178766
27,커피스케치,126.313291313646,33.233371144923
28,모노클제주,126.684538804445,33.2729000690125
29,벙커하우스,126.519224758808,33.2404621096995
30,비브레이브 혁신도시점,126.518175319301,33.2549290929719
31,오늘은녹차한잔,126.791069678089,33.3818381582882
32,카페바나나 중문점,126.417126052883,33.2580348405324
33,와토커피,126.256537961739,33.2254623283564
34,카페세렌디,126.41087162293,33.2499300875837
35,더리트리브,126.338563565616,33.2479296506382
36,청춘부부,126.279109514508,33.2659254762207
37,사계생활,126.296317653856,33.231537158112
38,랜딩커피,126.918902504063,33.4355071510125
39,서귀피안,126.528838465622,33.2484234980024
40,코코티에,126.844636280731,33.3264591158011
41,와랑와랑,126.676554268674,33.2722874511594
42,온더스톤브런치카페,126.917847071706,33.4702545409862
43,스타벅스 제주중문점,126.412821698977,33.2512150144901
44,서홍정원,126.554413726655,33.2525878046595
45,아뜰리에안,126.505996421101,33.231503169432
46,그리울땐제주,126.7706280785,33.300981337405
47,어니스트밀크 성산점,126.929448034221,33.4602975523449
48,스타벅스 제주성산DT점,126.920694909089,33.4497109599414
49,하르비커피,126.566670994754,33.2423255685406
50,텐저린카페,126.508712101624,33.2362842667722
51,수마,126.933875195264,33.4609935109712
52,어린왕자감귤밭,126.28152941103,33.2535063593191
53,오늘의바다,126.518498327838,33.241662884659
54,스타벅스 성산일출봉점,126.935500240865,33.462865838381
55,카페블루하우스 올레시장점,126.561011207791,33.2511705539579
56,스타벅스 제주중문DT점,126.41585593383,33.2550716537896
57,스타벅스 서귀포DT,126.506723255212,33.2495228494612
58,카페차롱 (휴업중),126.354224631305,33.259646515091
59,모카다방,126.761384334962,33.2921689738734
60,볼스카페,126.44248234513,33.2534011805032
61,스타벅스 제주서귀포점,-1.0,-1.0
62,망고레이 섭지코지점,126.920521771383,33.4363567076242
63,신산리마을카페,126.876827553888,33.3766280903198
64,스타벅스 제주송악산점,126.289619463992,33.2068310180825
65,바램목장&카페,126.352577532582,33.3111531169544
66,도바나,126.836600170226,33.3267675310585
67,인스밀,126.229230662407,33.2384787715141
68,마노커피하우스,126.427530133937,33.256875541115
69,사일리커피,126.275885879567,33.1999595198696
70,트로피컬하이드어웨이 브런치카페,126.291276107974,33.2092381394588
71,여섯번의보름,126.530461499693,33.2569241461341
72,디피159,126.437832328494,33.2394743219357
73,오른,126.915754333279,33.4718015584104
74,어반정글,126.921190254075,33.4368021705409
75,카페바르941,126.916262130221,33.4349712805996
76,리틀포레스트,126.459283553741,33.2448070570022
77,소라의성,126.576955113805,33.2451792025445
78,숑,126.642768828423,33.2663468059424
79,어니스트밀크 본점,126.871882837616,33.4504117991678
80,그레이그로브,126.29981736589,33.2258392129178
81,카페코지,126.929273356752,33.4682302626877
82,잔디공장,126.873289527259,33.37743102964
83,서양차관,126.615932451316,33.2421227235148
84,동박낭,126.676994388278,33.2760360465031
85,섶섬할망카페,126.60225861921,33.2379141128451
86,올디벗구디,126.473460078558,33.2529594300667
87,60빈스,126.536639367337,33.2415515526695
88,동백정원,126.446373790406,33.2496373362692
89,귤꽃다락,126.52253455512,33.2464151522898
90,스타벅스 제주신화월드R점,126.31635202613,33.3049726791712
91,카페두가시,126.366632866333,33.2355026785523
92,카페2472,126.4164371056,33.2558841284121
93,카페희상,126.838218757624,33.3299500519973
94,소보리당로222,126.383306796962,33.2629309687007
95,오버더윈도우,126.561323159229,33.2451988039823
96,카페숨도,126.536006813907,33.2502906728106
97,카페더라이트,126.93599539593,33.4656363800503
98,알맞은시간,126.769104393788,33.3065158767148
99,헤이브라더,126.29965691472,33.2255926190971
100,블루마운틴 4255,126.837303644472,33.3800800569409
101,뜻밖의발견,126.509807467835,33.2598624582913
102,사우스커피,126.32592273528,33.2453903590287
103,로즈마린,126.559996081335,33.2424296254842
104,그림상회,126.764913808659,33.3261803726936
105,봉꾸라주,126.505782814109,33.2542891736067
106,네이처캔버스,126.630765673779,33.2830747493639
107,에곤,126.918199160732,33.4399183722968
108,메이비,126.564237545366,33.2449910345877
109,빌라드아토,126.564494758291,33.244967230799
110,플레이커피랩,126.558811586163,33.250593390868
111,벨진밧,126.278977856409,33.2703884010409
112,제이아일랜드카페,126.879722351209,33.3787895909883
113,카페아오오,-1.0,-1.0
