name,x,y
하하호호 월정리점,126.801189,33.55622292
한림칼국수,126.2615046,33.41556708
함쉐프키친,126.4312036,33.24086082
해왓,126.9171663,33.43852208
해월정,126.9096328,33.49225524
협재수돈가스 수우동직영점,126.2443304,33.39741839
협재수우동 쇠소깍직영점,126.6186797,33.25074827
호끌락다락,126.6640379,33.54176559
호자,126.8575846,33.521407
홍성방,126.2517116,33.22013803
환이네이태리식당,126.29689,33.23073633
황궁쟁반짜장 노형점,126.4830257,33.48535823
황금빅버거 서귀포점,126.6010467,33.32572432
황금손가락,126.2323041,33.3892979
흑돈가 제주본점,126.4734962,33.48005669
흑돼지BBQ,126.5594449,33.24651459
히비 안도 코하쿠,126.6104496,33.26377261
